userId,date,merchantId,amountEuros,wording,eligibleForOffer,usedOffer
1665,2021-07-31,galeries-lafayette,8,Cb Gourmet Haussma Fact XXXXXX,0,0
1668,2021-07-30,galeries-lafayette,10,XXXXXX CB****XXXX GAL LAFAYETTE XXPERPIGNAN,0,0
1669,2021-08-02,galeries-lafayette,15.96,CARTE XXXXXXX CB GLAFAYETTE.COM XX/XX/XX PARISXXXXXXX/ EUR XXXX CBLMme FATINE ZIOUZIOU,0,0
1670,2021-07-29,galeries-lafayette,75,XXXXXX CB****XXXX GLAFAYETTE.COM FRA PARIS XXXXEUR X EURO = XXXXXXX,0,0
1671,2021-08-02,galeries-lafayette,39,Cb Gal Lafayette Fact XXXXXX,0,0
1672,2021-07-31,galeries-lafayette,11.33,PAIEMENT PAR CARTE GAL LAFAYETTE RENNES XX/XX,0,0
1673,2021-08-01,galeries-lafayette,22.62,ACHAT CB GOURMET HAUSSM XX.XX.XX CARTE NUMERO XXX,0,0
1674,2021-07-30,galeries-lafayette,100,PAIEMENT PAR CARTE GALERIES LAFAYET CHALON SU XX/XX,0,0
1675,2021-07-30,galeries-lafayette,30.9,ACHAT CB GL MARSEILLE XX.XX.XX CARTE NUMERO XXX,0,0
1500,2021-07-30,galeries-lafayette,6.68,PAIEMENT PAR CARTE GAL LAFAYETTE RENNES XX/XX,0,0
1676,2021-07-14,galeries-lafayette,240.2,CARTE XXXXX XX/XX GL BORDEAUX XXXXXXXXXXXXXXXIOPD,0,0
1677,2021-07-31,galeries-lafayette,22,PAIEMENT PAR CARTE GALERIES LAFAYET PERPIGNAN XX/XX,0,0
1678,2021-07-30,galeries-lafayette,49.5,PAIEMENT PAR CARTE GL BRON XX/XX,0,0
1677,2021-07-31,galeries-lafayette,43,PAIEMENT PAR CARTE GAL LAFAYETTE PERPIGNAN XX/XX,0,0
1678,2021-07-30,galeries-lafayette,132.85,PAIEMENT PAR CARTE GL BRON XX/XX,1,0
1324,2021-07-31,galeries-lafayette,8,GL DIJON XXDIJONXXXXXXX/,0,0
1679,2021-07-31,galeries-lafayette,29,XXXXXX CB****XXXX GALERIES LAFAYEXXBELFORT,0,0
1324,2021-07-31,galeries-lafayette,5,GL DIJON XXDIJONXXXXXXX/,0,0
1324,2021-07-31,galeries-lafayette,39,GL DIJON XXDIJONXXXXXXX/,0,0
1680,2021-08-01,galeries-lafayette,89,ACHAT CB GL BORDEAUX XX.XX.XX CARTE NUMERO XXX,0,0
1681,2021-07-31,galeries-lafayette,15.99,PAIEMENT PAR CARTE GL NICE MASSENA XX/XX,0,0
1680,2021-08-01,galeries-lafayette,133,ACHAT CB GL BORDEAUX XX.XX.XX CARTE NUMERO XXX,0,0
1682,2021-07-31,galeries-lafayette,78,PAIEMENT PAR CARTE GL TOULOUSE XX/XX,0,0
1680,2021-08-01,galeries-lafayette,146,ACHAT CB GL BORDEAUX XX.XX.XX CARTE NUMERO XXX,0,0
1683,2021-08-01,galeries-lafayette,38.56,ACHAT CB GL NICE MASSEN XX.XX.XX CARTE NUMERO XXX,0,0
1684,2021-07-29,galeries-lafayette,22.9,GLAFAYETTE.COM PARIS,0,0
1685,2021-07-31,galeries-lafayette,59,PAIEMENT PAR CARTE GL NICE MASSENA XX/XX,0,0
1686,2021-07-30,galeries-lafayette,15.55,PAIEMENT PSC XXXX PERPIGNAN GAL LAFAYETTE CARTE XXXXXXXX,0,0
1687,2021-08-01,galeries-lafayette,109,PAIEMENT PAR CARTE GL BIARRITZ XX/XX,0,0
1688,2021-07-31,galeries-lafayette,24.11,PAIEMENT PAR CARTE GOURMET HAUSSMA PARISXXXXX XX/XX,0,0
1687,2021-07-30,galeries-lafayette,56,PAIEMENT PAR CARTE GALERIES LAFAYET BAYONNE XX/XX,0,0
801,2021-07-29,galeries-lafayette,85,GLAFAYETTE.COM XXXXXXX PARISXXXXXXX/,1,0
1689,2021-07-29,galeries-lafayette,2.66,PAIEMENT CB XXXX PARIS GLAFAYETTE.COM CARTE XXXXXXXX,0,0
1690,2021-09-05,galeries-lafayette,24,Cb Gl Bordeaux Fact XXXXXX,0,0
1691,2021-08-12,galeries-lafayette,90,PAIEMENT PAR CARTE GALERIES LAFAYET NIORT XX/XX,1,0
1692,2021-09-03,galeries-lafayette,127.52,PAIEMENT PAR CARTE GLAFAYETTE.COM PARIS XX/XX,1,0
1693,2021-09-03,galeries-lafayette,47.48,GL DIJON,0,0
1694,2021-09-04,galeries-lafayette,185,PAIEMENT PAR CARTE GL CLERMONT XX/XX,0,0
1695,2021-09-05,galeries-lafayette,3,PAIEMENT PAR CARTE GL TOURS XX/XX,0,0
1696,2021-09-04,galeries-lafayette,339,PAIEMENT CB XXXX BORDEXXXXXXX/ GL BORDEAUX CARTE XXXXXXXX,0,0
1697,2021-09-04,galeries-lafayette,102,PAIEMENT PAR CARTE GL ANGERS XX/XX,0,0
1698,2021-09-02,galeries-lafayette,7.9,XXXXXX CB****XXXX GALERIES LAFAYEFR LORIENT XXXEUR X EURO = XXXXXXX,0,0
1699,2021-09-04,galeries-lafayette,35,PAIEMENT PAR CARTE GALERIES LAFAYET LA ROCHE XX/XX,0,0
1700,2021-09-06,galeries-lafayette,50,Debit de carte Paypal GL DIJON,0,0
1701,2021-09-03,galeries-lafayette,8.9,PAIEMENT PAR CARTE GALERIES LAFAYET CAEN XX/XX,0,0
1702,2021-09-04,galeries-lafayette,32.9,Cb Gl Haussmann Fact XXXXXX,0,0
1703,2021-09-04,galeries-lafayette,10,PAIEMENT PAR CARTE GL TOULOUSE XX/XX,0,0
1702,2021-09-04,galeries-lafayette,24.9,Cb Gl Haussmann Fact XXXXXX,0,0
1704,2021-09-03,galeries-lafayette,15.5,PAIEMENT PAR CARTE GL TOULOUSE XX/XX,0,0
1705,2021-09-03,galeries-lafayette,80,XXXXXX CB****XXXX GL LYON XXLYON XXXXXXX/,1,0
1706,2021-09-03,galeries-lafayette,175,Cb Gl Haussmann Fact XXXXXX,1,0
1707,2021-09-06,galeries-lafayette,70.35,GL SAINT LAURENT,0,0
1708,2021-09-06,galeries-lafayette,60,CB F/CB XXXXXX GL GRENOBLE XXXXXXXXXXXXXXXX,0,0
1709,2021-09-04,galeries-lafayette,97.85,PAIEMENT PAR CARTE GL CLERMONT XX/XX,1,0
1710,2021-09-04,galeries-lafayette,11.24,PAIEMENT PAR CARTE GL NANTES XX/XX,0,0
874,2021-09-03,galeries-lafayette,304.89,PAIEMENT PAR CARTE GL ORLEANS XX/XX,0,0
1711,2021-09-05,galeries-lafayette,185,PAIEMENT PAR CARTE GL HAUSSMANN PARISXXXXXXX/ XX/XX,1,0
696,2021-09-03,galeries-lafayette,35,GL HAUSSMANN,0,0
1712,2021-09-03,galeries-lafayette,109,PAIEMENT PAR CARTE GALERIES LAFAYET ANGOULEME XX/XX,1,0
1713,2021-09-04,galeries-lafayette,152,XXXXXX CB****XXXX GL TOULOUSE XXTOULOXXXXXXX/,0,0
466,2021-09-04,galeries-lafayette,110.25,CARTE XX/XX GL ANNECY,0,0
1714,2021-09-04,galeries-lafayette,15.1,GL CARRE SENART,0,0
1715,2021-09-03,galeries-lafayette,48.47,PAIEMENT PAR CARTE GALERIES LAFAYET LIBOURNE XX/XX,0,0
1715,2021-09-03,galeries-lafayette,35.99,PAIEMENT PAR CARTE GALERIES LAFAYET LIBOURNE XX/XX,0,0
1716,2021-09-04,galeries-lafayette,70,Cb Gl Lyon Fact XXXXXX,0,0
1717,2021-07-31,galeries-lafayette,31.6,Cb Gal Lafayette Fact XXXXXX,0,0
1718,2021-09-04,galeries-lafayette,109,PAIEMENT PAR CARTE GL LE MANS XX/XX,0,0
1719,2021-09-04,galeries-lafayette,139.15,PAIEMENT PAR CARTE GL LE MANS XX/XX,0,0
1362,2021-09-04,galeries-lafayette,54,GL LIMOGES LIMOGXXXXXXX/,0,0
1720,2021-09-03,galeries-lafayette,100,PAIEMENT PAR CARTE GL TOULOUSE XX/XX,1,0
1721,2021-09-04,galeries-lafayette,12.9,Cb Gl Tours Fact XXXXXX,0,0
1722,2021-09-03,galeries-lafayette,99,PAIEMENT PAR CARTE GL AVIGNON XX/XX,1,0
1723,2021-09-04,galeries-lafayette,45.9,CARTE XX/XX GL ANNECY,0,0
432,2021-09-05,galeries-lafayette,24.41,CB GOURMET HAUSSMA XX/XX/XX,0,0
1724,2021-09-03,galeries-lafayette,0.9,GALERIES LAFAYE,0,0
1725,2021-09-16,galeries-lafayette,242,PAIEMENT PAR CARTE GL MONTPELLIERS XX/XX,1,1
1726,2021-06-27,galeries-lafayette,25.04,PAIEMENT PSC XXXX ANNECXXXXXXX/ GL ANNECY CARTE XXXXXXXX,0,0
1727,2021-06-24,galeries-lafayette,84.17,XXXXXX CB****XXXX GL TOURS XXTOURSXXXXXXX/,0,0
1727,2021-08-19,galeries-lafayette,55.42,XXXXXX CB****XXXX GL TOURS XXTOURSXXXXXXX/,0,0
1727,2021-07-09,galeries-lafayette,24.5,XXXXXX CB****XXXX GL TOURS XXTOURSXXXXXXX/,0,0
1727,2021-08-24,galeries-lafayette,125.96,XXXXXX CB****XXXX GL TOURS XXTOURSXXXXXXX/,0,0
1727,2021-07-15,galeries-lafayette,104.6,XXXXXX CB****XXXX GL TOURS XXTOURSXXXXXXX/,0,0
1728,2021-09-04,galeries-lafayette,59,PAIEMENT CB XXXX MARSEXXXXXXX/ GL MARSEILLE CARTE XXXXXXXX,0,0
1727,2021-06-08,galeries-lafayette,49.56,XXXXXX CB****XXXX GL TOURS XXTOURSXXXXXXX/,0,0
1727,2021-07-16,galeries-lafayette,67.22,XXXXXX CB****XXXX GL TOURS XXTOURSXXXXXXX/,0,0
1727,2021-07-07,galeries-lafayette,44.5,XXXXXX CB****XXXX GL TOURS XXTOURSXXXXXXX/,0,0
1727,2021-06-30,galeries-lafayette,52.35,XXXXXX CB****XXXX GL TOURS XXTOURSXXXXXXX/,0,0
1727,2021-08-04,galeries-lafayette,29.07,XXXXXX CB****XXXX GL TOURS XXTOURSXXXXXXX/,0,0
1729,2021-09-04,galeries-lafayette,39.95,PAIEMENT PAR CARTE GL SAINT LAURENT XX/XX,0,0
1730,2021-09-03,galeries-lafayette,395,PAIEMENT PAR CARTE GL TOULOUSE XX/XX,1,0
1731,2021-09-05,galeries-lafayette,20,PAIEMENT PAR CARTE GL DIJON XX/XX,0,0
1270,2021-09-03,galeries-lafayette,125,CARTE XX/XX GL AVIGNON,0,0
1270,2021-09-03,galeries-lafayette,69,CARTE XX/XX GL AVIGNON,0,0
1732,2021-09-04,galeries-lafayette,30,Cb Gl Reims Fact XXXXXX,0,0
1733,2021-09-05,galeries-lafayette,63.95,PAIEMENT PAR CARTE GL HAUSSMANN PARISXXXXXXX/ XX/XX,0,0
958,2021-09-03,galeries-lafayette,99.9,Cb Gl Lyon Fact XXXXXX,0,0
1734,2021-09-02,galeries-lafayette,86.8,CB GAL LAFAYETTE XX/XX/XX,0,0
1734,2021-09-01,galeries-lafayette,45,CB GLAFAYETTE.COM XX/XX/XX,0,0
1735,2021-09-06,galeries-lafayette,39.9,CB GL NICE MASSENA XX/XX/XX,0,0
1001,2021-09-04,galeries-lafayette,41,CARTE XXXXX XX/XX GL HAUSSMANN XXXXXXXXXXXXXXXIOPD,0,0
1736,2021-09-04,galeries-lafayette,99,PAIEMENT PAR CARTE GL REIMS XX/XX,1,0
1736,2021-09-03,galeries-lafayette,142,PAIEMENT PAR CARTE GL REIMS XX/XX,1,0
1736,2021-09-03,galeries-lafayette,50,PAIEMENT PAR CARTE GL REIMS XX/XX,0,0
1737,2021-09-03,galeries-lafayette,40,PAIEMENT PAR CARTE GL NANTES XX/XX,0,0
1737,2021-09-03,galeries-lafayette,340,PAIEMENT PAR CARTE GL NANTES XX/XX,0,0
1738,2021-09-04,galeries-lafayette,30,XXXXXX CB****XXXX GL DIJON XXDIJONXXXXXXX/,0,0
1739,2021-09-05,galeries-lafayette,49,PAIEMENT PAR CARTE GL SAINT LAURENT XX/XX,0,0
1740,2021-08-11,galeries-lafayette,9,GL LIMOGES LIMOGXXXXXXX/ LE XX XX XX,0,0
1740,2021-08-11,galeries-lafayette,29.99,GL LIMOGES LIMOGXXXXXXX/ LE XX XX XX,0,0
1741,2021-09-04,galeries-lafayette,8.1,PAIEMENT PAR CARTE LE PALAIS DES GL ANNECY XX/XX,0,0
1742,2021-09-03,galeries-lafayette,125,PAIEMENT PAR CARTE GL HAUSSMANN PARISXXXXXXX/ XX/XX,0,0
1743,2021-09-04,galeries-lafayette,57,Cb Gl Grenoble Fact XXXXXX,0,0
879,2021-09-04,galeries-lafayette,8,PAIEMENT PAR CARTE GL NANTES XX/XX,0,0
1744,2021-09-04,galeries-lafayette,35,PAIEMENT PAR CARTE GL NANTES XX/XX,0,0
1621,2021-08-11,galeries-lafayette,19,ACHAT CB GL DIJON XX.XX.XX EUR XXXX CARTE NO XXX APPLE PAY,0,0
1621,2021-08-01,galeries-lafayette,80,ACHAT CB GL DIJON XX.XX.XX CARTE NUMERO XXX,0,0
1621,2021-08-19,galeries-lafayette,65,ACHAT CB GL DIJON XX.XX.XX EUR XXXX CARTE NO XXX APPLE PAY,0,0
1092,2021-09-06,galeries-lafayette,11.9,CARTE XXXXXXX CB GOURMET HAUSSMA XX/XX/XX CBLMLE INES ZABAIOU OPTION SYSTEM'EPARGNE XXX,0,0
1745,2021-09-03,galeries-lafayette,6,PAIEMENT PAR CARTE GL LYON XX/XX,0,0
404,2021-09-06,galeries-lafayette,76.5,CARTE XXXXXXX CB GL HAUSSMANN XX/XX/XX CBLM JULIEN MATHIEU,0,0
1746,2021-09-05,galeries-lafayette,80,PAIEMENT PAR CARTE GL SAINT LAURENT XX/XX,0,0
1747,2021-09-04,galeries-lafayette,169.97,PAIEMENT PAR CARTE GL GRENOBLE XX/XX,0,0
1748,2021-09-03,galeries-lafayette,185,CARTE XXXXX XX/XX GALERIES LAFAYET XXXXXXXXXXXXXXXIOPD,0,0
1749,2021-09-03,galeries-lafayette,32.9,PAIEMENT PAR CARTE GL LIMOGES XX/XX,0,0
1750,2021-09-03,galeries-lafayette,3.95,ACHAT CB GL BRON XX.XX.XX CARTE NUMERO XXX,0,0
1226,2021-09-02,galeries-lafayette,12.4,PAIEMENT PAR CARTE GLAFAYETTE.COM PARIS XX/XX,0,0
1751,2021-09-04,galeries-lafayette,49.98,GL LE MANS - LE MAXXXXXXX/,0,0
1751,2021-09-04,galeries-lafayette,49.98,GL LE MANS,0,0
1752,2021-09-03,galeries-lafayette,34.9,PAIEMENT PAR CARTE GL CLERMONT XX/XX,0,0
1433,2021-08-19,galeries-lafayette,5.53,GOURMET HAUSSM PSC PARISXXXXXXX/,0,0
1433,2021-07-28,galeries-lafayette,38,PAIEMENT PSC XXXX PARISXXXXXXX/ GL HAUSSMANN CARTE XXXXXXXX,0,0
1433,2021-07-03,galeries-lafayette,5,PAIEMENT PSC XXXX PARISXXXXXXX/ GOURMET HAUSSMA CARTE XXXXXXXX,0,0
1433,2021-07-03,galeries-lafayette,175,PAIEMENT CB XXXX PARISXXXXXXX/ GL HAUSSMANN CARTE XXXXXXXX,0,0
1433,2021-07-03,galeries-lafayette,240,PAIEMENT PSC XXXX PARIS GL HAUSSMANN CARTE XXXXXXXX,0,0
1753,2021-06-26,galeries-lafayette,16.9,CARTE XXXXX XX/XX GL HAUSSMANN XX PARISXXXXXXX/ comptabilisé le XX/XX/XXXX,0,0
1235,2021-09-03,galeries-lafayette,32.73,CB GAL LAFAYETTE XXXXXX XX/XX XXXXX X,0,0
1754,2021-09-03,galeries-lafayette,47.48,GL DIJON,0,0
1755,2021-07-04,galeries-lafayette,8.25,GL BORDEAUX,0,0
416,2021-09-15,galeries-lafayette,20,XXXXXX CB****XXXX GL TOURS XXTOURSXXXXXXX/,0,0
1756,2021-09-16,galeries-lafayette,56,PAIEMENT CB XXXX TOULOXXXXXXX/ GL TOULOUSE CARTE XXXXXXXX,0,0
1757,2021-09-15,galeries-lafayette,75,GL REIMS REIMSXXXXXXX/,0,0
1758,2021-08-06,galeries-lafayette,400,CARTE XXXXX XX/XX GL HAUSSMANN XXXXXXXXXXXXXXXIOPD,0,0
1513,2021-09-16,galeries-lafayette,17.35,XXXXXX CB****XXXX GL NANTES XXNANTEXXXXXXX/,0,0
1758,2021-08-06,galeries-lafayette,400,CARTE XXXXX XX/XX GL HAUSSMANN XXXXXXXXXXXXXXXIOPD,0,0
921,2021-09-18,galeries-lafayette,150,CB GL NANTES XX/XX/XX,0,0
1759,2021-09-13,galeries-lafayette,49,PAIEMENT PAR CARTE GLAFAYETTE.COM PARIS XX/XX,0,0
1759,2021-09-13,galeries-lafayette,80,PAIEMENT PAR CARTE GLAFAYETTE.COM PARIS XX/XX,0,0
1760,2021-07-06,galeries-lafayette,74.5,CARTE XXXXX XX/XX GL HAUSSMANN XXXXXXXXXXXXXXXIOPD,0,0
1760,2021-09-06,galeries-lafayette,590,CARTE XXXXXXX CB GL HAUSSMANN XX/XX/XX CBLM JORDAN JOSEPH,0,0
1761,2021-09-13,galeries-lafayette,74,PAIEMENT PSC XXXX FR PARISXXXXX GL HAUSSMANN CARTE XXXXXXXX,0,0
1762,2021-09-15,galeries-lafayette,89.9,PAIEMENT PAR CARTE GL NANTES XX/XX,0,0
1763,2021-09-16,galeries-lafayette,50,PAIEMENT PAR CARTE GL REIMS XX/XX,0,0
1764,2021-09-16,galeries-lafayette,102,XXXXXX CB****XXXX GL GRENOBLE XXGRENOXXXXXXX/,1,1
1765,2021-09-15,galeries-lafayette,19.92,PAIEMENT PAR CARTE GL HAUSSMANN PARISXXXXXXX/ XX/XX,0,0
1766,2021-09-15,galeries-lafayette,17.5,PAIEMENT PAR CARTE GL AVIGNON XX/XX,0,0
1767,2021-09-14,galeries-lafayette,61.8,PAIEMENT PAR CARTE GL BORDEAUX XX/XX,0,0
224,2021-09-15,galeries-lafayette,106.39,PAIEMENT PAR CARTE GALERIES LAFAYET DAX XX/XX,0,0
1768,2021-09-17,galeries-lafayette,162,Cb Gl Lyon Fact XXXXXX,1,0
59,2021-09-14,galeries-lafayette,18.32,PAIEMENT PAR CARTE GL NANTES XX/XX,0,0
1769,2021-09-16,galeries-lafayette,59,ACHAT CB GL GRENOBLE XX.XX.XX CARTE NUMERO XXX,0,0
1770,2021-09-14,galeries-lafayette,125,ACHAT CB GL LYON XX.XX.XX CARTE NUMERO XXX,0,0
1771,2021-09-13,galeries-lafayette,100,PAIEMENT PAR CARTE GL LIMOGES XX/XX,0,0
691,2021-09-15,galeries-lafayette,32,ACHAT CB GL MARSEILLE XX.XX.XX CARTE NUMERO XXX,0,0
1523,2021-09-13,galeries-lafayette,164.25,GLAFAYETTE.COM,0,0
1772,2021-07-07,galeries-lafayette,69.3,PAIEMENT PAR CARTE GL NANTES XX/XX,0,0
1773,2021-09-15,galeries-lafayette,11.5,PAIEMENT PAR CARTE GL BORDEAUX XX/XX,0,0
1772,2021-07-07,galeries-lafayette,69.3,PAIEMENT PAR CARTE GL NANTES XX/XX,0,0
1774,2021-09-15,galeries-lafayette,65,PAIEMENT PAR CARTE GL LYON XX/XX,0,0
1772,2021-07-07,galeries-lafayette,69.3,PAIEMENT PAR CARTE GL NANTES XX/XX,0,0
1775,2021-09-14,galeries-lafayette,19,CARTE XX/XX/XX GL HAUSSMANN X CB*XXXX,0,0
1776,2021-09-16,galeries-lafayette,185,PAIEMENT PAR CARTE GL PRADO MARSEXXXXXXX/ XX/XX,1,1
1777,2021-06-23,galeries-lafayette,225,Cb Gl Avignon Fact XXXXXX,0,0
1603,2021-09-13,galeries-lafayette,55,PAIEMENT CB XXXX PARISXXXXXXX/ GOURMET HAUSSMA CARTE XXXXXXXX,0,0
1778,2021-09-17,galeries-lafayette,49.78,Cb Gl Nantes Fact XXXXXX,0,0
389,2021-09-16,galeries-lafayette,60,Cb Gl Clermont Fact XXXXXX,0,0
1779,2021-09-15,galeries-lafayette,78,CARTE XX/XX/XX XX GAL LAFAYETTE CB*XXXX,0,0
436,2021-09-15,galeries-lafayette,11.22,Cb Gal Lafayette Fact XXXXXX,0,0
1780,2021-09-15,galeries-lafayette,68.9,PAIEMENT CB XXXX PARIS GLAFAYETTE.COM CARTE XXXXXXXX,0,0
1776,2021-09-16,galeries-lafayette,99,PAIEMENT PAR CARTE GL PRADO MARSEXXXXXXX/ XX/XX,1,1
1781,2021-09-16,galeries-lafayette,160,Cb Gl Reims Fact XXXXXX,1,0
1782,2021-06-11,galeries-lafayette,32,CARTE XX/XX/XX XX GL HAUSSMANN CB*XXXX,0,0
1781,2021-09-16,galeries-lafayette,19.5,Cb Gl Reims Fact XXXXXX,0,0
1783,2021-09-16,galeries-lafayette,14.8,XXXXXX CB****XXXX GL TOULOUSE XXTOULOXXXXXXX/,0,0
1764,2021-09-16,galeries-lafayette,25.86,XXXXXX CB****XXXX GL GRENOBLE XXGRENOXXXXXXX/,0,0
47,2021-09-26,galeries-lafayette,89,CARTE XXXX GL HAUSSMA XXPARISXXX LE XXXX,1,1
1784,2021-09-16,galeries-lafayette,19,PAIEMENT PAR CARTE GL GRENOBLE XX/XX,0,0
1785,2021-09-15,galeries-lafayette,6,PAIEMENT PAR CARTE GALERIES LAFAYET LORIENT XX/XX,0,0
66,2021-09-16,galeries-lafayette,220,PAIEMENT PAR CARTE GL HAUSSMANN PARISXXXXXXX/ XX/XX,1,0
2,2021-09-17,galeries-lafayette,195,GL NICE MASSE,0,0
1786,2021-09-16,galeries-lafayette,220,PAIEMENT PAR CARTE GL HAUSSMANN PARISXXXXXXX/ XX/XX,1,0
1786,2021-09-16,galeries-lafayette,13.7,PAIEMENT PAR CARTE GL HAUSSMANN PARISXXXXXXX/ XX/XX,0,0
1787,2021-09-17,galeries-lafayette,30,PAIEMENT PAR CARTE SARL GL ANGERS XX/XX,0,0
1788,2021-09-17,galeries-lafayette,28,Cb Gl Nantes Fact XXXXXX,0,0
1787,2021-09-16,galeries-lafayette,10,PAIEMENT PAR CARTE SARL GL ANGERS XX/XX,0,0
1787,2021-09-16,galeries-lafayette,12.6,PAIEMENT PAR CARTE SARL GL ANGERS XX/XX,0,0
1789,2021-09-19,galeries-lafayette,8.08,MGL SAINT LAURENT FR,0,0
1776,2021-09-16,galeries-lafayette,26,PAIEMENT PAR CARTE GL PRADO MARSEXXXXXXX/ XX/XX,0,0
1790,2021-09-17,galeries-lafayette,8.95,Cb Gl Marseille Fact XXXXXX,0,0
739,2021-09-30,galeries-lafayette,160,CB GL TOULOUSE XX/XX TOULOXXXXXXX/ XX CB N° XXXX XXXX XXXX XXXX,1,1
1791,2021-09-30,galeries-lafayette,80,CARTE XXXXX XX/XX GALERIES LAFAYET XXXXXXXXXXXXXXXIOPD,1,1
1792,2021-08-03,galeries-lafayette,45,PAIEMENT CB XXXX ORLEAXXXXXXX/ GL ORLEANS CARTE XXXXXXXX,0,0
1793,2021-09-16,galeries-lafayette,371,Cb Gl Bordeaux Fact XXXXXX,0,0
1794,2021-09-15,galeries-lafayette,20,PAIEMENT PSC XXXX LE MAXXXXXXX/ GL LE MANS CARTE XXXXXXXX,0,0
1795,2021-09-16,galeries-lafayette,55,PAIEMENT PAR CARTE GL HAUSSMANN PARISXXXXXXX/ XX/XX,0,0
62,2021-09-15,galeries-lafayette,22,PAIEMENT PAR CARTE GL STRASBOURG XX/XX,0,0
1796,2021-09-15,galeries-lafayette,6.7,GOURMET HAUSSMA,0,0
667,2021-09-16,galeries-lafayette,12.8,PAIEMENT PAR CARTE GLAFAYETTE.COM PARISXXXXXX XX/XX,0,0
1796,2021-09-15,galeries-lafayette,6.7,GOURMET HAUSSMA - PARISXXXXXXX/,0,0
1797,2021-09-16,galeries-lafayette,23.5,PAIEMENT PAR CARTE GL HAUSSMANN PARISXXXXXXX/ XX/XX,0,0
1798,2021-09-14,galeries-lafayette,30,PAIEMENT PAR CARTE GL CLERMONT XX/XX,0,0
1799,2021-09-16,galeries-lafayette,12.9,PAIEMENT PAR CARTE GALERIES LAFAYET NIORT XX/XX,0,0
1800,2021-09-15,galeries-lafayette,2.25,ACHAT CB GOURMET HAUSSM XX.XX.XX CARTE NUMERO XXX,0,0
1801,2021-09-15,galeries-lafayette,80,Cb Galeries Lafaye Fact XXXXXX,1,0
1802,2021-09-16,galeries-lafayette,134.95,Cb Galeries Lafaye Fact XXXXXX,1,0
673,2021-09-15,galeries-lafayette,9.9,ACHAT CB GOURMET HAUSSM XX.XX.XX CARTE NUMERO XXX,0,0
1803,2021-09-17,galeries-lafayette,120,Paiement à Galeries Lafayette,1,0
673,2021-09-15,galeries-lafayette,36.4,ACHAT CB GOURMET HAUSSM XX.XX.XX CARTE NUMERO XXX,0,0
1804,2021-09-16,galeries-lafayette,120,Cb Gl Carre Senart Fact XXXXXX,0,0
366,2021-09-16,galeries-lafayette,16,CB GOURMET HAUSSMA XX/XX PARISXXXXXXX/ XX CB N° XXXX XXXX XXXX XXXX,0,0
1805,2021-09-15,galeries-lafayette,13.9,CARTE XX/XX/XX GL REIMS X CB*XXXX,0,0
1806,2021-09-14,galeries-lafayette,13.99,Cb Gl Bron Fact XXXXXX,0,0
662,2021-09-16,galeries-lafayette,71,GL MONTPELLIERS MONTPXXXXXXX/,0,0
1807,2021-09-13,galeries-lafayette,33,FACTURE CARTE DU XXXXXX GOURMET HAUSSMA PARISXXXXXXX/ CARTE XXXXXXXXXXXXXXXX,0,0
1807,2021-09-13,galeries-lafayette,7.2,FACTURE CARTE DU XXXXXX GOURMET HAUSSMA PARISXXXXXXX/ CARTE XXXXXXXXXXXXXXXX,0,0
1808,2021-09-15,galeries-lafayette,24.9,PAIEMENT PAR CARTE GL MONTPELLIERS XX/XX,0,0
1809,2021-09-14,galeries-lafayette,33.4,XXXXXX CB****XXXX GL BORDEAUX XXBORDEXXXXXXX/,0,0
154,2021-09-14,galeries-lafayette,25.43,PAIEMENT PAR CARTE GL STRASBOURG XX/XX,0,0
1810,2021-09-15,galeries-lafayette,79,Cb Galeries Lafaye Fact XXXXXX,0,0
1811,2021-09-15,galeries-lafayette,1.55,GAL LAFAYETTE,0,0
1811,2021-09-15,galeries-lafayette,90,GAL LAFAYETTE,0,0
1812,2021-09-15,galeries-lafayette,17.9,PAIEMENT PAR CARTE GL NANTES XX/XX,0,0
1813,2021-09-15,galeries-lafayette,33.7,PAIEMENT PAR CARTE GL NICE MASSENA XX/XX,0,0
474,2021-09-14,galeries-lafayette,264,CARTE XX/XX GALERIES LAFAYET LORIENT,0,0
1500,2021-09-15,galeries-lafayette,7.99,PAIEMENT PAR CARTE GAL LAFAYETTE RENNES XX/XX,0,0
1814,2021-09-13,galeries-lafayette,135,GL LYON LYON XXXXXXX/,1,0
1815,2021-09-15,galeries-lafayette,55,CARTE XXXXX XX/XX GL HAUSSMANN XXXXXXXXXXXXXXXIOPD,0,0
1816,2021-09-14,galeries-lafayette,67.5,GL MARSEILLE FR MARSEXXXXXXX,0,0
1817,2021-09-16,galeries-lafayette,12.9,CB GL ROSNY SOUS BO XX/XX/XX,0,0
1818,2021-09-15,galeries-lafayette,30,GL TOURS,0,0
1819,2021-09-15,galeries-lafayette,8,PAIEMENT PSC XXXX CAEN GALERIES LAFAYET CARTE XXXXXXXX,0,0
1820,2021-09-14,galeries-lafayette,116,Cb Glafayette.com Fact XXXXXX,1,0
1821,2021-10-02,galeries-lafayette,145,FACTURE CARTE DU XXXXXX GL SAINT LAUREN SAINTXXXXXXX/ CARTE XXXXXXXXXXXXXXXX,1,1
1822,2021-09-15,galeries-lafayette,139,Cb Galeries Lafaye Fact XXXXXX,0,0
1823,2021-09-15,galeries-lafayette,448.5,ACHAT CB GL TOULOUSE XX.XX.XX CARTE NUMERO XXX,1,0
